#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Chromosomes/RefSeq	Chromosomes/INSDC	Plasmids/RefSeq	Plasmids/INSDC	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession	Reference	superkingdom	phylum	class	order	family	genus	species
Pelotomaculum thermopropionicum SI	370438	PRJDA19023	19023	Firmicutes	Clostridia	3.02537	53	NC_009454.1	AP009389.1	-	-	-	1	2977	2919	2007/05/08	2013/06/10	Complete	Marine Biotechnology Institute Co., Ltd	-	GCA_000010565.1	REPR	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Pelotomaculum	Pelotomaculum thermopropionicum
Desulfotomaculum acetoxidans DSM 771	485916	PRJNA27947	27947	Firmicutes	Clostridia	4.54562	41.6	NC_013216.1	CP001720.1	-	-	-	1	4470	4068	2009/09/10	2014/01/28	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02598455	GCA_000024205.1	REPR	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum acetoxidans
Rhodothermus marinus DSM 4252	518766	PRJNA29281	29281	Bacteroidetes/Chlorobi group	Bacteroidetes	3.38674	64.2672	NC_013501.1	CP001807.1	NC_013502.1	CP001808.1	-	2	2965	2863	2009/11/03	2013/12/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00002700	GCA_000024845.1	REPR	Bacteria	Bacteroidetes	NA	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Rhodothermus	Rhodothermus marinus
Clostridium clariflavum DSM 19732	720554	PRJNA72805	72805	Firmicutes	Clostridia	4.89768	35.7	NC_016627.1	CP003065.1	-	-	-	1	4220	3892	2011/12/12	2013/07/22	Complete	JGI	SAMN02261428	GCA_000237085.1	REPR	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium clariflavum
Maricaulis maris MCS10	394221	PRJNA17333	17333	Proteobacteria	Alphaproteobacteria	3.36878	62.7	NC_008347.1	CP000449.1	-	-	-	1	3133	3063	2006/09/14	2014/01/28	Complete	DOE Joint Genome Institute	SAMN02598382	GCA_000014745.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis	Maricaulis maris
Escherichia albertii KF1	1440052	PRJNA232181	232181	Proteobacteria	Gammaproteobacteria	4.70188	49.7	-	CP007025.1	-	-	-	1	4650	4422	2013/12/30	2014/02/13	Complete	Department of Microbiology, Medical University of Bialystok	SAMN02641387	GCA_000512125.1	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia albertii
Treponema azotonutricium ZAS-9	545695	PRJNA30191	30191	Spirochaetes	Spirochaetia	3.85567	49.8	NC_015577.1	CP001841.1	-	-	-	1	3662	3474	2011/05/23	2013/07/06	Complete	J. Craig Venter Institute	SAMN02603453	GCA_000214355.1	REPR	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema azotonutricium
Sphaerochaeta pleomorpha str. Grapes	158190	PRJNA50049	50049	Spirochaetes	Spirochaetia	3.59085	46.2	NC_016633.1	CP003155.1	-	-	-	1	3283	3159	2011/12/05	2013/07/22	Complete	JGI	SAMN02261363	GCA_000236685.1	REPR	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta pleomorpha
Candidatus Symbiobacter mobilis CR	946483	PRJNA223378	223378	Proteobacteria	Betaproteobacteria	2.99184	59.1	NC_022576.1	CP004885.1	-	-	-	1	2682	2626	2013/10/21	2013/12/16	Complete	NCBI	SAMN02603948	GCA_000477435.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Candidatus Symbiobacter	Candidatus Symbiobacter mobilis
Acetobacter pasteurianus 386B	1266844	PRJEB1172	214045	Proteobacteria	Alphaproteobacteria	3.06048	52.8369	NC_021991.1	HF677570.1	NC_021993.1,NC_021978.1,NC_021977.1,NC_021979.1,NC_021992.1,NC_021976.1	HF677575.1,HF677576.1,HF677572.1,HF677574.1,HF677577.1,HF677573.1,HF677571.1	-	-	2922	2856	2013/08/01	2013/08/01	Complete	Vrije Universiteit Brussel	-	-	-	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus
Rothia dentocariosa ATCC 17931	762948	PRJNA48447	48447	Actinobacteria	Actinobacteria	2.50603	53.7	NC_014643.1	CP002280.1	-	-	-	1	2282	2217	2010/11/03	2013/08/28	Complete	Baylor College of Medicine	SAMN00120582	GCA_000164695.2	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	Rothia dentocariosa
Phenylobacterium zucineum HLK1	450851	PRJNA19931	19931	Proteobacteria	Alphaproteobacteria	4.37923	71.0551	NC_011144.1	CP000747.1	NC_011143.1	CP000748.1	-	2	3906	3854	2008/08/18	2014/01/30	Complete	Cancer Institute, The Second Affiliated Hospital, Zhejiang University Medical School	SAMN02603048	GCA_000017265.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium zucineum
Heliobacterium modesticaldum Ice1	498761	PRJNA13427	13427	Firmicutes	Clostridia	3.07541	57	NC_010337.2	CP000930.2	-	-	-	1	3137	2999	2008/02/11	2014/01/30	Complete	Arizona State University	SAMN02602985	GCA_000019165.1	REPR	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Heliobacterium	Heliobacterium modesticaldum
Pandoraea pnomenusa 3kgm	1416914	PRJNA226227	226227	Proteobacteria	Betaproteobacteria	5.43513	64.7	NC_022904.1	CP006900.1	-	-	-	1	4951	4800	2013/11/25	2013/11/26	Complete	UNIVERSITY OF MALAYA	SAMN02401957	GCA_000590495.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea pnomenusa
Spiroplasma diminutum CUAS-1	1276221	PRJNA184745	184745	Tenericutes	Mollicutes	0.945296	25.5	NC_021833.1	CP005076.1	-	-	-	1	890	858	2013/07/17	2013/09/12	Complete	Academia Sinica	SAMN02602967	GCA_000439455.1	REPR	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma diminutum
Geobacillus thermodenitrificans NG80-2	420246	PRJNA18655	18655	Firmicutes	Bacilli	3.60801	48.8513	NC_009328.1	CP000557.1	NC_009329.1	CP000558.1	-	2	3590	3445	2007/03/29	2013/06/06	Complete	TEDA School of Biological Sciences and Biotechnology, Nankai University	SAMN02603899	GCA_000015745.1	REPR	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus thermodenitrificans
Candidatus Kinetoplastibacterium galatii TCC219	1208921	PRJNA169069	169069	Proteobacteria	Betaproteobacteria	0.82214	32.4	NC_020284.1	CP003806.1	-	-	-	1	783	727	2013/02/19	2013/06/11	Complete	VCU	SAMN02641645	GCA_000340905.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	Kinetoplastibacterium	Candidatus Kinetoplastibacterium galatii
Desulfobacterium autotrophicum HRM2	177437	PRJNA20931	20931	Proteobacteria	delta/epsilon subdivisions	5.65778	48.7174	NC_012108.1	CP001087.1	NC_012109.1	CP001088.1	-	2	5017	4943	2009/02/18	2014/01/30	Complete	Goettingen Genomics Laboratory	SAMN02603282	GCA_000020365.1	REPR	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium	Desulfobacterium autotrophicum
Spiroplasma chrysopicola DF-1	1276227	PRJNA184747	184747	Tenericutes	Mollicutes	1.12332	28.8	NC_021280.1	CP005077.1	-	-	-	1	1051	1009	2013/05/22	2013/07/12	Complete	Academia Sinica	SAMN02602968	GCA_000400935.1	REPR	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma chrysopicola
Acetobacterium woodii DSM 1030	931626	PRJNA60713	60713	Firmicutes	Clostridia	4.04478	39.3	NC_016894.1	CP002987.1	-	-	-	1	3561	3473	2012/02/14	2014/01/30	Complete	Georg-August-University Goettingen	SAMN02603267	GCA_000247605.1	REPR	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium	Acetobacterium woodii
Mycobacterium avium 104	243243	PRJNA88	88	Actinobacteria	Actinobacteria	5.47549	69	NC_008595.1	CP000479.1	-	-	-	1	5313	5120	2006/11/20	2013/06/10	Complete	TIGR	SAMN02603981	GCA_000014985.1	-	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium
Burkholderia vietnamiensis G4	269482	PRJNA10696	10696	Proteobacteria	Betaproteobacteria	8.39107	65.7274	NC_009254.1,NC_009255.1,NC_009256.1	CP000616.1,CP000615.1,CP000614.1	NC_009229.1,NC_009228.1,NC_009226.1,NC_009227.1,NC_009230.1	CP000619.1,CP000620.1,CP000621.1,CP000618.1,CP000617.1	-	8	7861	7617	2007/03/27	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598263	GCA_000016205.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia vietnamiensis
Pseudomonas denitrificans ATCC 13867	1294143	PRJNA189431	189431	Proteobacteria	Gammaproteobacteria	5.69631	65.2	NC_020829.1	CP004143.1	-	-	-	1	5135	5056	2013/03/29	2013/06/11	Complete	Pusan National University	SAMN02603735	GCA_000349845.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas denitrificans
Candidatus Endolissoclinum faulkneri L2	1193729	PRJNA164601	164601	Proteobacteria	Alphaproteobacteria	1.48119	34.1	NC_019566.1	CP003539.1	-	-	-	1	1546	1498	2012/11/28	2013/09/18	Complete	University of Utah	SAMN02604248	GCA_000319385.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus Endolissoclinum	Candidatus Endolissoclinum faulkneri
Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum)	572265	PRJNA31259	31259	Proteobacteria	Gammaproteobacteria	2.16936	40.4361	NC_012751.1	CP001277.1	NC_012752.1	CP001278.1	-	2	2420	2148	2009/05/05	2013/06/08	Complete	University of Arizona	SAMN02604135	GCA_000021705.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Candidatus Hamiltonella	Candidatus Hamiltonella defensa
Cyclobacterium marinum DSM 745	880070	PRJNA51773	51773	Bacteroidetes/Chlorobi group	Bacteroidetes	6.22127	38.1	NC_015914.1	CP002955.1	-	-	-	1	5149	5000	2011/08/03	2013/07/22	Complete	JGI	SAMN02261369	GCA_000222485.1	REPR	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium	Cyclobacterium marinum
Streptococcus agalactiae GD201008-001	1203670	PRJNA169338	169338	Firmicutes	Bacilli	2.06311	35.6	NC_018646.1	CP003810.1	-	-	-	1	2088	1964	2012/09/24	2014/01/30	Complete	College of Veterinary Medicine, Nanjing Agricultural  University	SAMN02603155	GCA_000299135.1	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
Candidatus Liberibacter americanus str. Sao Paulo	1261131	PRJNA181147	181147	Proteobacteria	Alphaproteobacteria	1.1952	31.1	NC_022793.1	CP006604.1	-	-	-	1	1044	983	2013/11/12	2013/11/18	Complete	University of Florida	SAMN02604175	GCA_000496595.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Candidatus Liberibacter	Candidatus Liberibacter americanus
Pseudonocardia dioxanivorans CB1190	675635	PRJNA40557	40557	Actinobacteria	Actinobacteria	7.30399	73.1496	NC_015312.1	CP002593.1	NC_016601.1,NC_017772.1,NC_015314.1,NC_016600.1,NC_015313.1	CP002597.1,CP002595.1,CP002594.1,CP002596.1,CP002598.1	-	3	7016	6736	2011/03/28	2013/06/08	Complete	US DOE Joint Genome Institute	SAMN00713596	GCA_000196675.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia dioxanivorans
Bacillus megaterium WSH-002	1006007	PRJNA71447	71447	Firmicutes	Bacilli	5.07529	38.1493	NC_017138.1	CP003017.1	NC_017139.1,NC_017140.1,NC_017141.1	CP003018.1,CP003019.1,CP003020.1	-	4	5491	5272	2011/09/02	2013/06/08	Complete	Jiangnan University, State Key Laboratory of Food Science and Technology; Tianjin Biochip Corperation	SAMN02603461	GCA_000225265.1	-	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus megaterium
Leuconostoc gelidum JB7	1229756	PRJNA174297	174297	Firmicutes	Bacilli	1.8935	36.7	NC_018631.1	CP003839.1	-	-	-	1	1875	1796	2012/09/21	2014/01/30	Complete	Department of Life Science, Chung-Ang University, Republic of Korea 	SAMN02603178	GCA_000298875.1	REPR	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc gelidum
Streptomyces hygroscopicus subsp. jinggangensis 5008	1133850	PRJNA81087	81087	Actinobacteria	Actinobacteria	10.3837	71.847	NC_017765.1	CP003275.1	NC_016972.1,NC_017766.1	CP003277.1,CP003276.1	-	3	9194	9107	2012/01/27	2013/06/08	Complete	State Key Laboratory of Microbial Metabolism, Shanghai Jiaotong University	SAMN02603880	GCA_000245355.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Streptomyces hygroscopicus
Thermobifida fusca YX	269800	PRJNA94	94	Actinobacteria	Actinobacteria	3.64225	67.5	NC_007333.1	CP000088.1	-	-	-	1	3161	3087	2005/08/08	2014/01/28	Complete	DOE Joint Genome Institute	SAMN02598543	GCA_000012405.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiopsaceae	Thermobifida	Thermobifida fusca
Ignavibacterium album JCM 16511	945713	PRJNA61811	61811	Bacteroidetes/Chlorobi group	Ignavibacteriae	3.659	33.9	NC_017464.1	CP003418.1	-	-	-	1	3245	3195	2012/04/10	2013/06/11	Complete	The Pennsylvania State University	SAMN02603949	GCA_000258405.1	REPR	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	Ignavibacterium album
Tolumonas auensis DSM 9187	595494	PRJNA33873	33873	Proteobacteria	Gammaproteobacteria	3.47129	49	NC_012691.1	CP001616.1	-	-	-	1	3292	3130	2009/05/13	2014/01/28	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02598508	GCA_000023065.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Tolumonas	Tolumonas auensis
Corynebacterium terpenotabidum Y-11	1200352	PRJNA168617	168617	Actinobacteria	Actinobacteria	2.75123	67	NC_021663.1	CP003696.1	-	-	-	1	2441	2369	2013/07/05	2014/01/30	Complete	Bielefeld University	SAMN02603028	GCA_000418365.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium terpenotabidum
Thermanaerovibrio acidaminovorans DSM 6589	525903	PRJNA29531	29531	Synergistetes	Synergistia	1.84847	63.8	NC_013522.1	CP001818.1	-	-	-	1	1821	1730	2009/11/19	2013/12/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00002595	GCA_000024905.1	REFR	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermanaerovibrio	Thermanaerovibrio acidaminovorans
Nostoc punctiforme PCC 73102	63737	PRJNA216	216	Cyanobacteria	Nostocales	9.05919	41.3416	NC_010628.1	CP001037.1	NC_010630.1,NC_010633.1,NC_010629.1,NC_010631.1,NC_010632.1	CP001040.1,CP001041.1,CP001042.1,CP001038.1,CP001039.1	-	6	7164	6689	2008/04/24	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598449	GCA_000020025.1	REPR	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc punctiforme
Helicobacter mustelae 12198	679897	PRJEA40677	40677	Proteobacteria	delta/epsilon subdivisions	1.5781	42.5	NC_013949.1	FN555004.1	-	-	-	1	1474	1398	2010/03/11	2013/06/10	Complete	Wellcome Trust Sanger Institute	-	GCA_000091985.1	REPR	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter mustelae
Lawsonia intracellularis N343	1234378	PRJNA175550	175550	Proteobacteria	delta/epsilon subdivisions	1.71919	33.0918	NC_020127.1	CP004029.1	NC_020128.1,NC_020129.1,NC_020130.1	CP004030.1,CP004031.1,CP004032.1	-	4	1434	1368	2013/01/14	2013/06/10	Complete	Moredun Research Institute	SAMN02603631	GCA_000331715.1	-	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Lawsonia	Lawsonia intracellularis
Porphyromonas asaccharolytica DSM 20707	879243	PRJNA51745	51745	Bacteroidetes/Chlorobi group	Bacteroidetes	2.18637	52.5	NC_015501.1	CP002689.1	-	-	-	1	1777	1699	2011/05/05	2013/07/06	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00713611	GCA_000212375.1	REPR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas asaccharolytica
Hyphomicrobium nitrativorans NL23	1029756	PRJNA229194	229194	Proteobacteria	Alphaproteobacteria	3.65384	63.9	NC_022997.1	CP006912.1	-	-	-	1	3469	3331	2013/12/04	2014/02/14	Complete	INRS-Institut Armand-Frappier	SAMN02641510	GCA_000503895.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium nitrativorans
Desulfococcus oleovorans Hxd3	96561	PRJNA18007	18007	Proteobacteria	delta/epsilon subdivisions	3.94417	56.2	NC_009943.1	CP000859.1	-	-	-	1	3323	3265	2007/10/19	2013/12/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00623035	GCA_000018405.1	REPR	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	Desulfococcus oleovorans
Nocardia farcinica IFM 10152	247156	PRJNA13117	13117	Actinobacteria	Actinobacteria	6.29234	70.6615	NC_006361.1	AP006618.1	NC_006363.1,NC_006362.1	AP006620.1,AP006619.1	-	3	5998	5934	2004/10/09	2013/05/23	Complete	Department of Bioactive Molecules, National Institute of Infectious Diseases	-	GCA_000009805.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Nocardia	Nocardia farcinica
Mycoplasma ovis str. Michigan	1415773	PRJNA225755	225755	Tenericutes	Mollicutes	0.702511	31.7	NC_023062.1	CP006935.1	-	-	-	1	886	840	2013/12/16	2014/02/14	Complete	Purdue University	SAMN02641557	GCA_000508245.1	REPR	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma ovis
Streptococcus pyogenes MGAS5005	293653	PRJNA13888	13888	Firmicutes	Bacilli	1.83855	38.5	NC_007297.1	CP000017.1	-	-	-	1	1950	1865	2005/08/05	2013/08/28	Complete	Lab of Human Bacterial Pathogenesis	SAMN02603500	GCA_000011765.1	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes
Filifactor alocis ATCC 35896	546269	PRJNA30485	30485	Firmicutes	Clostridia	1.93101	35.4	NC_016630.1	CP002390.1	-	-	-	1	1709	1641	2011/01/27	2013/06/11	Complete	Broad Institute	-	GCA_000163895.2	REPR	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Filifactor	Filifactor alocis
Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774	525146	PRJNA29493	29493	Proteobacteria	delta/epsilon subdivisions	2.87344	58.1	NC_011883.1	CP001358.1	-	-	-	1	2450	2356	2009/01/09	2013/12/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00001882	GCA_000022125.1	REPR	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio desulfuricans
Halanaerobium praevalens DSM 2228	572479	PRJNA32591	32591	Firmicutes	Clostridia	2.30926	30.3	NC_017455.1	CP002175.1	-	-	-	1	2180	2068	2010/10/21	2014/01/06	Complete	DOE Joint Genome Institute	SAMN00103629	GCA_000165465.1	REPR	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	Halanaerobium praevalens
Mannheimia varigena USDA-ARS-USMARC-1296	1433287	PRJNA230566	230566	Proteobacteria	Gammaproteobacteria	2.24524	40.5	-	CP006943.1	-	-	-	1	2190	2109	2014/01/22	2014/01/22	Complete	USDA-ARS-USMARC	-	GCA_000521655.1	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia varigena
Bacillus thuringiensis serovar chinensis CT-43	541229	PRJNA43737	43737	Firmicutes	Bacilli	6.15115	35.1212	NC_017208.1	CP001907.1	NC_017210.1,NC_017203.1,NC_017204.1,NC_017211.1,NC_017209.1,NC_017207.1,NC_017205.1,NC_017206.1,NC_017202.1,NC_017212.1	CP001912.1,CP001910.1,CP001911.1,CP001914.1,CP001909.1,CP001916.1,CP001913.1,CP001915.1,CP001908.1,CP001917.1	-	11	6380	6206	2011/03/28	2014/01/30	Complete	Huazhong Agricultural University	SAMN02603315	GCA_000193355.1	-	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
Rhodobacter sphaeroides KD131	557760	PRJNA31111	31111	Proteobacteria	Alphaproteobacteria	4.71114	69.1055	NC_011963.1,NC_011958.1	CP001150.1,CP001151.1	NC_011962.1,NC_011960.1	CP001152.1,CP001153.1	-	4	4637	4568	2009/01/22	2014/01/30	Complete	GenoTech corp.	SAMN02603252	GCA_000021005.1	-	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sphaeroides
Pectobacterium atrosepticum SCRI1043	218491	PRJNA350	350	Proteobacteria	Gammaproteobacteria	5.06402	51	NC_004547.2	BX950851.1	-	-	-	1	4613	4472	2003/03/05	2013/06/10	Complete	Sanger Institute	-	GCA_000011605.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pectobacterium	Pectobacterium atrosepticum
Liberibacter crescens BT-1	1215343	PRJNA171392	171392	Proteobacteria	Alphaproteobacteria	1.50466	35.4	NC_019907.1	CP003789.1	-	-	-	1	1433	1378	2012/12/19	2013/06/11	Complete	University of Florida	SAMN02604174	GCA_000325745.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Candidatus Liberibacter	Liberibacter crescens
Gloeobacter violaceus PCC 7421	251221	PRJNA9606	9606	Cyanobacteria	Gloeobacteria	4.65902	62	NC_005125.1	BA000045.2	-	-	-	1	4482	4430	2003/09/25	2013/07/22	Complete	Kazusa	-	GCA_000011385.1	REFR	Bacteria	Cyanobacteria	Gloeobacteria	Gloeobacterales	NA	Gloeobacter	Gloeobacter violaceus
Thermoanaerobacter mathranii subsp. mathranii str. A3	583358	PRJNA33329	33329	Firmicutes	Clostridia	2.30609	34.3	NC_014209.1	CP002032.1	-	-	-	1	2362	2159	2010/05/26	2014/01/28	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02598500	GCA_000092965.1	REPR	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter mathranii
Corynebacterium casei LMG S-19264	1285583	PRJNA186910	186910	Actinobacteria	Actinobacteria	3.13221	55.6977	-	CP004350.1	-	CP004351.1,CP004352.1	-	3	2872	2809	2014/02/05	2014/02/05	Complete	CeBiTec, Bielefeld University	-	GCA_000550785.1	-	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium casei
Burkholderia thailandensis E264	271848	PRJNA10774	10774	Proteobacteria	Betaproteobacteria	6.72397	67.6468	NC_007650.1,NC_007651.1	CP000085.1,CP000086.1	-	-	-	2	5712	5632	2005/12/15	2013/06/10	Complete	TIGR	SAMN02604021	GCA_000012365.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis
Anaplasma centrale str. Israel	574556	PRJNA32765	32765	Proteobacteria	Alphaproteobacteria	1.20681	50	NC_013532.1	CP001759.1	-	-	-	1	984	925	2009/11/24	2013/06/10	Complete	USDA-ARS	SAMN02604279	GCA_000024505.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma centrale
Mycoplasma putrefaciens KS1	743965	PRJNA46453	46453	Tenericutes	Mollicutes	0.832603	26.9	NC_015946.1	CP003021.1	-	-	-	1	725	650	2011/08/19	2013/10/30	Complete	University of Missouri	SAMN02604224	GCA_000224105.1	REPR	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma putrefaciens
Deinococcus peraridilitoris DSM 19664	937777	PRJNA61295	61295	Deinococcus-Thermus	Deinococci	4.51371	63.71	NC_019793.1	CP003382.1	NC_019790.1,NC_019789.1	CP003384.1,CP003383.1	-	3	4465	4183	2012/12/10	2013/07/22	Complete	JGI	SAMN02261392	GCA_000317835.1	REPR	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus peraridilitoris
Ilyobacter polytropus DSM 2926	572544	PRJNA32577	32577	Fusobacteria	Fusobacteriia	3.13231	34.3553	NC_014632.1	CP002281.1	NC_014634.1,NC_014633.1	CP002283.1,CP002282.1	-	3	3041	2880	2010/10/22	2013/07/06	Complete	US DOE Joint Genome Institute (JGI-PGF)	SRS117991	GCA_000165505.1	REPR	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter	Ilyobacter polytropus
Pedobacter saltans DSM 12145	762903	PRJNA49337	49337	Bacteroidetes/Chlorobi group	Bacteroidetes	4.63524	36.6	NC_015177.1	CP002545.1	-	-	-	1	3920	3792	2011/03/01	2014/01/02	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00103626	GCA_000190735.2	REPR	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter saltans
Haemophilus influenzae 86-028NP	281310	PRJNA11752	11752	Proteobacteria	Gammaproteobacteria	1.91449	38.2	NC_007146.2	CP000057.2	-	-	-	1	1899	1792	2005/06/21	2014/01/30	Complete	Columbus Children's Research Institute and The Ohio State University, Pediatrics, USA	SAMN02603157	GCA_000012185.1	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae
