genome	scaffold	read	read_GC	read_buoyant_density	read_start	read_length	fragment_GC	fragment_buoyant_density	fragment_start	fragment_length
Shewanella baltica BA175, complete genome.	CP002767	CP002767__35/2	43.6	1.702728	3187821	250	46.0626279050209	1.70514137534692	3187466	35671
Shewanella baltica BA175, complete genome.	CP002767	CP002767__386/1	43.6	1.702728	2220452	250	45.1207580204954	1.70421834286009	2199152	38838
Shewanella baltica BA175, complete genome.	CP002767	CP002767__389/2	51.6	1.710568	2259923	250	46.6719205946879	1.70573848218279	2250663	46949
Shewanella baltica BA175, complete genome.	CP002767	CP002767__416/1	42	1.70116	1654432	250	43.6982989953649	1.70282433301546	1635111	45091
Shewanella baltica BA175, complete genome.	CP002767	CP002767__419/2	54	1.71292	392644	250	48.1725748832097	1.70720912338555	392313	40029
Shewanella baltica BA175, complete genome.	CP002767	CP002767__43/1	40.8	1.699984	4011067	250	45.1857499894099	1.70428203498962	3970996	47214
Shewanella baltica BA175, complete genome.	CP002767	CP002767__442/2	47.2	1.706256	3942806	250	46.9081790535133	1.70597001547244	3906598	37486
Shewanella baltica BA175, complete genome.	CP002767	CP002767__507/2	41.2	1.700376	874729	250	47.4397341942173	1.70649093951033	859956	42437
Shewanella baltica BA175, complete genome.	CP002767	CP002767__508/1	47.6	1.706648	452832	250	47.5016592395942	1.7065516260548	443913	42188
Shewanella baltica BA175, complete genome.	CP002767	CP002767__531/1	47.2	1.706256	3559041	250	47.4231645183255	1.70647470122796	3541297	42591
Shewanella baltica BA175, complete genome.	CP002767	CP002767__544/1	47.6	1.706648	3660786	250	46.9096329062192	1.70597144024809	3646332	41597
Shewanella baltica BA175, complete genome.	CP002767	CP002767__626/2	51.6	1.710568	967202	250	45.8196074160791	1.70490321526776	937632	36731
Shewanella baltica BA175, complete genome.	CP002767	CP002767__629/1	46	1.70508	3339601	250	47.0059585364653	1.70606583936574	3328943	40614
Shewanella baltica BA175, complete genome.	CP002767	CP002767__653/2	50	1.709	3486857	250	46.1489867084449	1.70522600697428	3463178	39574
Shewanella baltica BA175, complete genome.	CP002767	CP002767__665/1	46	1.70508	309802	250	47.7179514144495	1.70676359238616	289835	38036
Shewanella baltica BA175, complete genome.	CP002767	CP002767__684/2	40	1.6992	2689074	250	46.4506571986174	1.70552164405465	2677922	42529
Shewanella baltica BA175, complete genome.	CP002767	CP002767__730/2	48.8	1.707824	3129600	250	45.3114177633332	1.70440518940807	3100224	37538
Shewanella baltica BA175, complete genome.	CP002767	CP002767__760/1	42	1.70116	2263908	250	46.7255183740505	1.70579100800657	2261754	24355
Shewanella baltica BA175, complete genome.	CP002767	CP002767__782/1	44	1.70312	3286796	250	46.0795878571944	1.70515799610005	3270999	41539
Shewanella baltica BA175, complete genome.	CP002767	CP002767__827/1	49.2	1.708216	3111585	250	45.1113462777215	1.70420911935217	3107570	43468
Shewanella baltica BA175, complete genome.	CP002767	CP002767__828/2	42	1.70116	5038737	250	45.785563809735	1.70486985253354	5016378	45095
Shewanella baltica BA175, complete genome.	CP002767	CP002767__864/2	54	1.71292	5037445	250	45.9146370412572	1.70499634430043	5033312	42126
Shewanella baltica BA175, complete genome.	CP002767	CP002767__885/1	48	1.70704	2962294	250	46.6657751626995	1.70573245965945	2948993	44868
Shewanella baltica BA175, complete genome.	CP002767	CP002767__922/1	49.6	1.708608	3919616	250	47.0228835531507	1.70608242588209	3889290	44355
Shewanella baltica BA175, complete genome.	CP002767	CP002767__990/2	34	1.69332	4958354	250	47.7133345014894	1.70675906781146	4936644	34242
Shewanella baltica BA175, complete genome.	CP002767	CP002767__119/2	55.2	1.714096	4206764	250	46.2533421696108	1.70532827532622	4176072	43759
Shewanella baltica BA175, complete genome.	CP002767	CP002767__146/2	46.8	1.705864	3783414	250	42.7991645701809	1.70194318127878	3781138	42134
Shewanella baltica BA175, complete genome.	CP002767	CP002767__167/1	46.8	1.705864	617985	250	46.7253670993829	1.7057908597574	593100	37592
Shewanella baltica BA175, complete genome.	CP002767	CP002767__234/2	44.8	1.703904	1821539	250	47.0868204178113	1.70614508400946	1792059	31306
Shewanella baltica BA175, complete genome.	CP002767	CP002767__251/1	49.2	1.708216	2189288	250	45.5527430390216	1.70464168817824	2187694	39901
Shewanella baltica BA175, complete genome.	CP002767	CP002767__268/1	43.6	1.702728	2589937	250	44.26928315593	1.70338389749281	2574375	39646
Shewanella baltica BA175, complete genome.	CP002767	CP002767__289/2	44.4	1.703512	324704	250	46.9368301731245	1.70599809356966	312205	38816
Shewanella baltica BA175, complete genome.	CP002767	CP002767__308/2	34.4	1.693712	621496	250	46.754060324826	1.70581897911833	587990	43100
Shewanella baltica BA175, complete genome.	CP002767	CP002767__329/1	39.2	1.698416	2736230	250	47.406446030716	1.7064583171101	2719285	46230
Shewanella baltica BA175, complete genome.	CP002767	CP002767__376/1	50.8	1.709784	4412237	250	47.2026764515433	1.70625862292251	4381215	46330
Shewanella baltica BA175, complete genome.	CP002767	CP002767__397/2	47.6	1.706648	331773	250	46.6587382489523	1.70572556348397	318485	35316
Shewanella baltica BA175, complete genome.	CP002767	CP002767__407/2	33.2	1.692536	716051	250	46.9192597953065	1.7059808745994	695626	38692
Shewanella baltica BA175, complete genome.	CP002767	CP002767__472/2	36.8	1.696064	2784289	250	45.2516382983325	1.70434660553237	2767737	46237
Shewanella baltica BA175, complete genome.	CP002767	CP002767__498/2	42.8	1.701944	256575	250	46.757930762143	1.7058227721469	250465	37985
Shewanella baltica BA175, complete genome.	CP002767	CP002767__551/2	39.2	1.698416	1041813	250	47.1698113207547	1.70622641509434	1039067	40227
Shewanella baltica BA175, complete genome.	CP002767	CP002767__574/1	41.2	1.700376	1172245	250	45.334953384583	1.70442825431689	1165657	42797
Shewanella baltica BA175, complete genome.	CP002767	CP002767__59/1	49.6	1.708608	4319293	250	47.7355765145722	1.70678086498428	4304860	47076
Shewanella baltica BA175, complete genome.	CP002767	CP002767__616/2	42.4	1.701552	910891	250	46.1657883803818	1.70524247261277	872680	45733
Shewanella baltica BA175, complete genome.	CP002767	CP002767__637/1	44.8	1.703904	134889	250	46.2492924261293	1.70532430657761	96610	44165
Shewanella baltica BA175, complete genome.	CP002767	CP002767__649/2	40.8	1.699984	3569048	250	45.877784225327	1.70496022854082	3565251	44806
Shewanella baltica BA175, complete genome.	CP002767	CP002767__691/1	49.2	1.708216	4689221	250	46.8183744834163	1.70588200699375	4667500	37748
Shewanella baltica BA175, complete genome.	CP002767	CP002767__725/1	48.8	1.707824	2100270	250	46.0893854748603	1.70516759776536	2087040	40812
Shewanella baltica BA175, complete genome.	CP002767	CP002767__750/1	42.4	1.701552	4475154	250	47.0311581422693	1.70609053497942	4459389	44226
Shewanella baltica BA175, complete genome.	CP002767	CP002767__775/2	53.6	1.712528	2906913	250	48.0146883209936	1.70705439455457	2879655	33496
Shewanella baltica BA175, complete genome.	CP002767	CP002767__78/2	42.8	1.701944	3073376	250	46.5884547418025	1.70565668564697	3057456	40744
Shewanella baltica BA175, complete genome.	CP002767	CP002767__814/2	40.8	1.699984	2711430	250	46.4245315496975	1.7054960409187	2693110	40666
Shewanella baltica BA175, complete genome.	CP002767	CP002767__848/1	42.8	1.701944	1841129	250	46.688509772907	1.70575473957745	1831316	44255
Shewanella baltica BA175, complete genome.	CP002767	CP002767__871/1	48	1.70704	3814246	250	43.4731275365884	1.70260366498586	3776047	40655
Shewanella baltica BA175, complete genome.	CP002767	CP002767__92/2	47.6	1.706648	1059747	250	47.4346799793798	1.70648598637979	1055292	36857
Shewanella baltica BA175, complete genome.	CP002767	CP002767__952/1	50.4	1.709392	1053692	250	47.1970064444598	1.70625306631557	1042663	43293
Shewanella baltica BA175, complete genome.	CP002767	CP002767__960/2	48.4	1.707432	3905667	250	46.5294173198602	1.70559882897346	3866780	42356
Shewanella baltica BA175, complete genome.	CP002767	CP002767__985/1	55.2	1.714096	4053151	250	47.2570754716981	1.70631193396226	4026183	42400
Shewanella baltica BA175, complete genome.	CP002767	CP002767__119/1	44	1.70312	4206499	250	46.2920032783046	1.70536616321274	4185075	42705
Shewanella baltica BA175, complete genome.	CP002767	CP002767__146/1	49.2	1.708216	3783596	250	43.9272453317548	1.70304870042512	3766488	37166
Shewanella baltica BA175, complete genome.	CP002767	CP002767__167/2	39.6	1.698808	617744	250	47.5696611081226	1.70661826788596	574957	46475
Shewanella baltica BA175, complete genome.	CP002767	CP002767__234/1	46.8	1.705864	1821614	250	46.5213142218913	1.70559088793745	1780997	42976
Shewanella baltica BA175, complete genome.	CP002767	CP002767__251/2	50.8	1.709784	2189126	250	45.7892082702975	1.70487342410489	2182689	43626
Shewanella baltica BA175, complete genome.	CP002767	CP002767__268/2	46.4	1.705472	2589762	250	44.1990780357192	1.70331509647501	2562298	36227
Shewanella baltica BA175, complete genome.	CP002767	CP002767__289/1	38.8	1.698024	324824	250	46.604967124739	1.70567286778224	316039	32091
Shewanella baltica BA175, complete genome.	CP002767	CP002767__308/1	34.8	1.694104	621560	250	45.6941055002816	1.70478022339028	620015	42616
Shewanella baltica BA175, complete genome.	CP002767	CP002767__329/2	37.6	1.696848	2736059	250	46.2804891781717	1.70535487939461	2699650	44401
Shewanella baltica BA175, complete genome.	CP002767	CP002767__376/2	51.6	1.710568	4412279	250	47.9576594210364	1.70699850623262	4378577	38828
Shewanella baltica BA175, complete genome.	CP002767	CP002767__397/1	47.2	1.706256	332057	250	47.443487621098	1.70649461786868	304731	40876
Shewanella baltica BA175, complete genome.	CP002767	CP002767__407/1	34.4	1.693712	716242	250	46.6402693474962	1.70570746396055	699514	42176
Shewanella baltica BA175, complete genome.	CP002767	CP002767__472/1	36	1.69528	2784020	250	45.359313296602	1.70445212703067	2758326	42289
Shewanella baltica BA175, complete genome.	CP002767	CP002767__498/1	41.6	1.700768	256709	250	46.9596969903155	1.70602050305051	235399	44091
Shewanella baltica BA175, complete genome.	CP002767	CP002767__551/1	43.2	1.702336	1041669	250	47.5961170985248	1.70664419475655	1026409	39249
Shewanella baltica BA175, complete genome.	CP002767	CP002767__574/2	35.6	1.694888	1172372	250	45.8087446351931	1.70489256974249	1162061	29824
Shewanella baltica BA175, complete genome.	CP002767	CP002767__59/2	43.6	1.702728	4319403	250	45.6368771241204	1.70472413958164	4278855	41782
Shewanella baltica BA175, complete genome.	CP002767	CP002767__616/1	50.8	1.709784	911073	250	46.0175333433238	1.70509718267646	900552	26692
Shewanella baltica BA175, complete genome.	CP002767	CP002767__637/2	50	1.709	134534	250	44.7196261682243	1.70382523364486	111467	42800
Shewanella baltica BA175, complete genome.	CP002767	CP002767__649/1	48	1.70704	3569241	250	47.7604703315352	1.7068052609249	3547521	32998
Shewanella baltica BA175, complete genome.	CP002767	CP002767__691/2	49.6	1.708608	4688977	250	47.1121283602307	1.70616988579303	4670667	42817
Shewanella baltica BA175, complete genome.	CP002767	CP002767__725/2	45.2	1.704296	2100357	250	46.2236345215069	1.70529916183108	2086036	43428
Shewanella baltica BA175, complete genome.	CP002767	CP002767__750/2	43.6	1.702728	4475099	250	46.8229736735987	1.70588651420013	4469398	34718
Shewanella baltica BA175, complete genome.	CP002767	CP002767__775/1	50	1.709	2907112	250	47.7584988615844	1.70680332888435	2876464	38211
Shewanella baltica BA175, complete genome.	CP002767	CP002767__78/1	45.6	1.704688	3073206	250	46.4275574903	1.70549900634049	3069915	42268
Shewanella baltica BA175, complete genome.	CP002767	CP002767__814/1	44.8	1.703904	2711328	250	46.2120539676904	1.70528781288834	2686289	45064
Shewanella baltica BA175, complete genome.	CP002767	CP002767__848/2	49.2	1.708216	1841308	250	46.5187923598275	1.70558841651263	1827186	37329
Shewanella baltica BA175, complete genome.	CP002767	CP002767__871/2	46.8	1.705864	3814307	250	44.256324441382	1.70337119795255	3801125	30477
Shewanella baltica BA175, complete genome.	CP002767	CP002767__92/1	49.6	1.708608	1059587	250	47.3190148789885	1.70637263458141	1029337	46979
Shewanella baltica BA175, complete genome.	CP002767	CP002767__952/2	53.6	1.712528	1053902	250	47.2979870836015	1.70635202734193	1024452	45059
Shewanella baltica BA175, complete genome.	CP002767	CP002767__960/1	40.4	1.699592	3905384	250	47.051041013857	1.70611002019358	3887534	43083
Shewanella baltica BA175, complete genome.	CP002767	CP002767__985/2	54.4	1.713312	4053202	250	46.8633885055253	1.70592612073541	4040530	41446
Shewanella baltica BA175, complete genome.	CP002767	CP002767__103/1	44.8	1.703904	2603872	250	43.0835222474108	1.70222185180246	2597346	44994
Shewanella baltica BA175, complete genome.	CP002767	CP002767__135/2	48.4	1.707432	4282862	250	46.2754218182681	1.7053499133819	4260917	42139
Shewanella baltica BA175, complete genome.	CP002767	CP002767__176/1	36	1.69528	2989472	250	45.8657526706862	1.70494843761727	2975618	39971
Shewanella baltica BA175, complete genome.	CP002767	CP002767__179/2	49.2	1.708216	690279	250	47.5382815823054	1.70658751595066	655901	37616
Shewanella baltica BA175, complete genome.	CP002767	CP002767__197/2	35.2	1.694496	4014196	250	46.8537262629882	1.70591665173773	3994880	44656
Shewanella baltica BA175, complete genome.	CP002767	CP002767__198/1	50	1.709	22527	250	45.3298389762478	1.70442324219672	-18957	42354
Shewanella baltica BA175, complete genome.	CP002767	CP002767__2/1	48	1.70704	3165660	250	44.4881982045332	1.70359843424044	3142322	42663
Shewanella baltica BA175, complete genome.	CP002767	CP002767__207/2	46.4	1.705472	631017	250	46.6208284420594	1.70568841187322	595635	41741
Shewanella baltica BA175, complete genome.	CP002767	CP002767__208/1	48.8	1.707824	426243	250	48.4932455836509	1.70752338067198	396639	40418
Shewanella baltica BA175, complete genome.	CP002767	CP002767__244/1	49.6	1.708608	4931978	250	47.2489598975899	1.70630398069964	4916294	40621
Shewanella baltica BA175, complete genome.	CP002767	CP002767__293/1	48.8	1.707824	4091670	250	46.9928744198209	1.70605301693142	4080696	30594
Shewanella baltica BA175, complete genome.	CP002767	CP002767__333/2	46	1.70508	4607005	250	46.8162926018288	1.70587996674979	4578451	42105
Shewanella baltica BA175, complete genome.	CP002767	CP002767__345/1	51.2	1.710176	2991458	250	46.5613331104052	1.7056301064482	2960399	35886
Shewanella baltica BA175, complete genome.	CP002767	CP002767__35/1	41.6	1.700768	3187796	250	43.689114219733	1.70281533193534	3151366	37673
Shewanella baltica BA175, complete genome.	CP002767	CP002767__386/2	36.8	1.696064	2220205	250	45.0134927313351	1.70411322287671	2214602	34463
Shewanella baltica BA175, complete genome.	CP002767	CP002767__389/1	54.4	1.713312	2259956	250	45.6527990797546	1.70473974309816	2219084	41728
Shewanella baltica BA175, complete genome.	CP002767	CP002767__416/2	41.6	1.700768	1654123	250	44.1393875395987	1.70325659978881	1630587	36933
Shewanella baltica BA175, complete genome.	CP002767	CP002767__419/1	52.8	1.711744	392563	250	46.9274987745644	1.70598894879907	350327	44882
Shewanella baltica BA175, complete genome.	CP002767	CP002767__43/2	43.6	1.702728	4011293	250	45.0962799365035	1.70419435433777	3968630	43467
Shewanella baltica BA175, complete genome.	CP002767	CP002767__442/1	52.8	1.711744	3942614	250	47.267226510589	1.70632188198038	3926567	35367
Shewanella baltica BA175, complete genome.	CP002767	CP002767__507/1	43.2	1.702336	874763	250	47.8576615831518	1.70690050835149	841421	45441
Shewanella baltica BA175, complete genome.	CP002767	CP002767__508/2	40	1.6992	453022	250	46.37234770705	1.70544490075291	429378	40908
Shewanella baltica BA175, complete genome.	CP002767	CP002767__531/2	48.4	1.707432	3559180	250	47.3713846941387	1.70642395700026	3536336	39070
Shewanella baltica BA175, complete genome.	CP002767	CP002767__544/2	48.4	1.707432	3660709	250	46.7091680468271	1.70577498468589	3655605	44077
Shewanella baltica BA175, complete genome.	CP002767	CP002767__626/1	49.6	1.708608	967225	250	46.0151176407963	1.70509481528798	947613	46965
Shewanella baltica BA175, complete genome.	CP002767	CP002767__629/2	47.6	1.706648	3339552	250	47.6032482598608	1.70665118329466	3304450	43100
Shewanella baltica BA175, complete genome.	CP002767	CP002767__653/1	50.4	1.709392	3486719	250	45.8664505333612	1.70494912152269	3466150	38248
Shewanella baltica BA175, complete genome.	CP002767	CP002767__665/2	45.6	1.704688	309988	250	47.4283836336748	1.706479815961	285453	36514
Shewanella baltica BA175, complete genome.	CP002767	CP002767__684/1	39.2	1.698416	2689198	250	46.4845285561858	1.70555483798506	2665373	35614
Shewanella baltica BA175, complete genome.	CP002767	CP002767__730/1	46	1.70508	3129776	250	45.7895307250461	1.70487374011055	3129321	46135
Shewanella baltica BA175, complete genome.	CP002767	CP002767__760/2	40.8	1.699984	2263841	250	46.8146899006933	1.70587839610268	2238816	42696
Shewanella baltica BA175, complete genome.	CP002767	CP002767__782/2	49.6	1.708608	3286662	250	46.282412626832	1.7053567643743	3270505	35480
Shewanella baltica BA175, complete genome.	CP002767	CP002767__827/2	50.4	1.709392	3111594	250	45.6005602367452	1.70468854903201	3081577	44267
Shewanella baltica BA175, complete genome.	CP002767	CP002767__828/1	43.2	1.702336	5038683	250	45.8012775679582	1.7048852520166	5020521	42894
Shewanella baltica BA175, complete genome.	CP002767	CP002767__864/1	55.2	1.714096	5037240	250	46.1629654719817	1.70523970616254	5009545	47237
Shewanella baltica BA175, complete genome.	CP002767	CP002767__885/2	45.6	1.704688	2962083	250	46.9828638383049	1.70604320656154	2935707	40966
Shewanella baltica BA175, complete genome.	CP002767	CP002767__922/2	48.4	1.707432	3919590	250	46.8113736130413	1.70587514614078	3899954	45333
Shewanella baltica BA175, complete genome.	CP002767	CP002767__990/1	36	1.69528	4958289	250	47.7295741619144	1.70677498267868	4938490	37526
Shewanella baltica BA175, complete genome.	CP002767	CP002767__136/2	55.2	1.714096	4485638	250	47.0406725845762	1.70609985913288	4458851	44723
Shewanella baltica BA175, complete genome.	CP002767	CP002767__157/1	46	1.70508	508017	250	44.6510913003381	1.70375806947433	486006	39036
Shewanella baltica BA175, complete genome.	CP002767	CP002767__18/1	40.4	1.699592	498979	250	44.0689249046266	1.70318754640653	491753	39057
Shewanella baltica BA175, complete genome.	CP002767	CP002767__194/2	42	1.70116	2659560	250	45.9027478945104	1.70498469293662	2651764	32534
Shewanella baltica BA175, complete genome.	CP002767	CP002767__204/2	45.2	1.704296	1823041	250	46.1686367907007	1.70524526405489	1807246	45767
Shewanella baltica BA175, complete genome.	CP002767	CP002767__21/1	50	1.709	4960680	250	47.8658409874901	1.70690852416774	4935168	48122
Shewanella baltica BA175, complete genome.	CP002767	CP002767__229/1	38	1.69724	3390462	250	46.3936842105263	1.70546581052632	3348093	47500
Shewanella baltica BA175, complete genome.	CP002767	CP002767__248/2	43.6	1.702728	106100	250	47.6005967889193	1.70664858485314	77987	44907
Shewanella baltica BA175, complete genome.	CP002767	CP002767__272/1	48	1.70704	3945073	250	47.3425797503467	1.70639572815534	3913782	36050
Shewanella baltica BA175, complete genome.	CP002767	CP002767__330/2	35.6	1.694888	1640351	250	44.5552803422653	1.70366417473542	1614635	44410
Shewanella baltica BA175, complete genome.	CP002767	CP002767__349/2	46	1.70508	4602332	250	47.3999227699833	1.70645192431458	4580364	46614
Shewanella baltica BA175, complete genome.	CP002767	CP002767__351/1	52.4	1.711352	3845339	250	46.6492344188053	1.70571624973043	3835972	37096
Shewanella baltica BA175, complete genome.	CP002767	CP002767__368/1	48.4	1.707432	1134892	250	47.5164141707074	1.70656608588729	1101996	43103
Shewanella baltica BA175, complete genome.	CP002767	CP002767__385/2	38.8	1.698024	151972	250	40.9446932860667	1.70012579942035	145351	41749
Shewanella baltica BA175, complete genome.	CP002767	CP002767__39/2	48.4	1.707432	2263506	250	46.6513195367382	1.705718293146	2241849	42136
Shewanella baltica BA175, complete genome.	CP002767	CP002767__40/2	43.2	1.702336	3549435	250	46.3586881631528	1.70543151439989	3521041	29028
Shewanella baltica BA175, complete genome.	CP002767	CP002767__415/2	54.4	1.713312	4642242	250	48.1864000660993	1.70722267206478	4614114	36309
Shewanella baltica BA175, complete genome.	CP002767	CP002767__463/1	45.2	1.704296	3898765	250	46.8003651677121	1.70586435786436	3880991	33957
Shewanella baltica BA175, complete genome.	CP002767	CP002767__532/2	48.4	1.707432	4346924	250	46.9218154418935	1.70598337913306	4342707	45124
Shewanella baltica BA175, complete genome.	CP002767	CP002767__547/2	52.8	1.711744	127351	250	46.1753909482484	1.70525188312928	98964	47129
Shewanella baltica BA175, complete genome.	CP002767	CP002767__566/1	36.4	1.695672	5002890	250	45.2630867645734	1.70435782502928	4997896	44396
Shewanella baltica BA175, complete genome.	CP002767	CP002767__584/1	55.6	1.714488	3458296	250	47.8009170316863	1.70684489869105	3434179	39039
Shewanella baltica BA175, complete genome.	CP002767	CP002767__607/1	40.4	1.699592	1225973	250	46.4397310860714	1.70551093646435	1195890	42244
Shewanella baltica BA175, complete genome.	CP002767	CP002767__666/2	46.8	1.705864	4713943	250	46.9250769394036	1.70598657540062	4676630	37692
Shewanella baltica BA175, complete genome.	CP002767	CP002767__688/2	43.2	1.702336	3303477	250	46.6699367778504	1.70573653804229	3279228	36696
Shewanella baltica BA175, complete genome.	CP002767	CP002767__763/2	46.8	1.705864	3225496	250	45.3826025911035	1.70447495053928	3221127	47007
Shewanella baltica BA175, complete genome.	CP002767	CP002767__781/2	47.2	1.706256	2279122	250	46.3817387081107	1.70545410393395	2263124	45298
Shewanella baltica BA175, complete genome.	CP002767	CP002767__809/1	40	1.6992	2560306	250	44.7659070093206	1.70387058886913	2555672	37122
Shewanella baltica BA175, complete genome.	CP002767	CP002767__824/2	50	1.709	385918	250	46.7140656475886	1.70577978433464	360552	42195
Shewanella baltica BA175, complete genome.	CP002767	CP002767__83/1	35.2	1.694496	4864481	250	39.3281639880872	1.69854160070833	4846646	37271
Shewanella baltica BA175, complete genome.	CP002767	CP002767__852/1	43.6	1.702728	2136340	250	43.7134433401493	1.70283917447335	2134269	42058
Shewanella baltica BA175, complete genome.	CP002767	CP002767__868/2	50.4	1.709392	3473932	250	46.8054350968488	1.70586932639491	3446527	41508
Shewanella baltica BA175, complete genome.	CP002767	CP002767__886/2	46	1.70508	2785323	250	45.7105127688623	1.70479630251349	2761323	44679
Shewanella baltica BA175, complete genome.	CP002767	CP002767__900/1	38.8	1.698024	1042576	250	47.2769805722763	1.70633144096083	1013689	35053
Shewanella baltica BA175, complete genome.	CP002767	CP002767__921/2	44.8	1.703904	2813740	250	45.089130686422	1.70418734807269	2807258	34556
Shewanella baltica BA175, complete genome.	CP002767	CP002767__975/1	48.8	1.707824	973276	250	47.0533687206216	1.70611230134621	970511	31273
Shewanella baltica BA175, complete genome.	CP002767	CP002767__120/2	51.2	1.710176	2785041	250	45.6054073475254	1.70469329920057	2759511	44532
Shewanella baltica BA175, complete genome.	CP002767	CP002767__159/2	48	1.70704	2119205	250	46.9728226746793	1.70603336622119	2108516	44596
Shewanella baltica BA175, complete genome.	CP002767	CP002767__16/2	29.2	1.688616	1198783	250	46.1984204869386	1.7052744520772	1170711	42798
Shewanella baltica BA175, complete genome.	CP002767	CP002767__163/1	42	1.70116	4197449	250	46.0368492642513	1.70511611227897	4175847	40435
Shewanella baltica BA175, complete genome.	CP002767	CP002767__189/1	44	1.70312	2550188	250	44.858572449709	1.70396140100071	2548675	39172
Shewanella baltica BA175, complete genome.	CP002767	CP002767__219/1	49.6	1.708608	1406043	250	47.120935722717	1.70617851700826	1388251	46595
Shewanella baltica BA175, complete genome.	CP002767	CP002767__227/2	45.2	1.704296	226599	250	47.5535745763139	1.70660250308479	217262	39711
Shewanella baltica BA175, complete genome.	CP002767	CP002767__255/1	47.6	1.706648	4221091	250	46.4121194852068	1.7054838770955	4181415	42114
Shewanella baltica BA175, complete genome.	CP002767	CP002767__313/2	41.6	1.700768	3134062	250	45.9766178015253	1.70505708544549	3127069	43794
Shewanella baltica BA175, complete genome.	CP002767	CP002767__366/2	48.8	1.707824	4769881	250	46.8625424479551	1.705925291599	4746210	33865
Shewanella baltica BA175, complete genome.	CP002767	CP002767__372/1	41.6	1.700768	4576033	250	47.7937416913795	1.70683786685755	4544033	39116
Shewanella baltica BA175, complete genome.	CP002767	CP002767__421/2	49.6	1.708608	3525638	250	46.9944557922381	1.70605456667639	3504164	34270
Shewanella baltica BA175, complete genome.	CP002767	CP002767__483/2	57.6	1.716448	1175464	250	45.0696245287542	1.70416823203818	1161170	45889
Shewanella baltica BA175, complete genome.	CP002767	CP002767__568/2	44	1.70312	2193678	250	45.6979927007299	1.70478403284672	2184120	43840
Shewanella baltica BA175, complete genome.	CP002767	CP002767__570/1	46.8	1.705864	2562139	250	44.331136779334	1.70344451404375	2539237	39911
Shewanella baltica BA175, complete genome.	CP002767	CP002767__609/2	48.8	1.707824	1074479	250	47.3197990130912	1.70637340303283	1055695	44381
Shewanella baltica BA175, complete genome.	CP002767	CP002767__63/2	42.4	1.701552	5022420	250	45.7412319481285	1.70482640730917	4979293	44109
Shewanella baltica BA175, complete genome.	CP002767	CP002767__633/1	48.8	1.707824	3883371	250	46.5133199014999	1.70558305350347	3849341	35736
Shewanella baltica BA175, complete genome.	CP002767	CP002767__670/2	53.6	1.712528	2585433	250	44.0133454119623	1.70313307850372	2582230	45259
Shewanella baltica BA175, complete genome.	CP002767	CP002767__695/1	48.4	1.707432	3653425	250	45.6109153221895	1.70469869701575	3632607	30929
Shewanella baltica BA175, complete genome.	CP002767	CP002767__718/1	53.2	1.712136	2101493	250	45.6365342508602	1.70472380356584	2065598	38364
Shewanella baltica BA175, complete genome.	CP002767	CP002767__721/1	52	1.71096	32260	250	47.4800379984082	1.70653043723844	15367	38949
Shewanella baltica BA175, complete genome.	CP002767	CP002767__744/2	46	1.70508	3770025	250	43.9495990836197	1.70307060710195	3766058	43650
Shewanella baltica BA175, complete genome.	CP002767	CP002767__754/1	49.6	1.708608	9977	250	46.5414542527502	1.7056106251677	3732	37270
Shewanella baltica BA175, complete genome.	CP002767	CP002767__807/2	42	1.70116	3146678	250	45.2221545952526	1.70431771150335	3115180	42718
Shewanella baltica BA175, complete genome.	CP002767	CP002767__839/1	44.4	1.703512	2538759	250	44.395108631129	1.70350720645851	2537474	42115
Shewanella baltica BA175, complete genome.	CP002767	CP002767__875/1	45.2	1.704296	2268209	250	46.8784765394935	1.7059409070087	2255354	30562
Shewanella baltica BA175, complete genome.	CP002767	CP002767__890/2	44.8	1.703904	1832425	250	46.3476070528967	1.70542065491184	1825433	35730
Shewanella baltica BA175, complete genome.	CP002767	CP002767__942/2	44.4	1.703512	3205784	250	44.4705108528831	1.70358110063583	3170359	45610
Shewanella baltica BA175, complete genome.	CP002767	CP002767__956/1	50	1.709	3901450	250	46.72773960719	1.70579318481505	3880936	43227
Shewanella baltica BA175, complete genome.	CP002767	CP002767__981/1	42.8	1.701944	3097473	250	45.349445621029	1.70444245670861	3090979	40135
Shewanella baltica BA175, complete genome.	CP002767	CP002767__120/1	48	1.70704	2784905	250	45.5222804403211	1.70461183483151	2756673	41606
Shewanella baltica BA175, complete genome.	CP002767	CP002767__159/1	54	1.71292	2118954	250	46.3963963963964	1.70546846846847	2091624	46176
Shewanella baltica BA175, complete genome.	CP002767	CP002767__16/1	35.6	1.694888	1198564	250	46.5815346366821	1.70564990394395	1193245	35396
Shewanella baltica BA175, complete genome.	CP002767	CP002767__163/2	35.2	1.694496	4197539	250	46.417325858229	1.70548897934106	4178286	39063
Shewanella baltica BA175, complete genome.	CP002767	CP002767__189/2	41.6	1.700768	2550438	250	45.0732909260051	1.70417182510749	2512904	39773
Shewanella baltica BA175, complete genome.	CP002767	CP002767__219/2	48.8	1.707824	1405891	250	47.1520922512449	1.70620905040622	1386651	45788
Shewanella baltica BA175, complete genome.	CP002767	CP002767__227/1	46.4	1.705472	226587	250	47.667854691962	1.70671449759812	209340	45173
Shewanella baltica BA175, complete genome.	CP002767	CP002767__255/2	48.4	1.707432	4221268	250	46.3337788810388	1.70540710330342	4200621	41896
